question_type,source,question,correct_answer,matched_textbook,top_passages
local,gpt-4o-mini,"A 55-year-old male is started on nitrate therapy for treatment of stable angina. He experiences significant and immediate relief of his symptoms within minutes of starting therapy. Approximately 48 hours after initiating this new medication, he notes return of chest pain and pressure with exertion that no longer responds to continued nitrate use. Which of the following 24-hour dosing schedules would most likely explain this patient's response to nitrate treatment?",Transdermal nitroglycerin patch placed at 7AM then removed and replaced with another at 7PM,InternalMed_Harrison,"Nitrates These should first be given sublingually or by buccal spray (0.3–0.6 mg) if the patient is experiencing ischemic pain. If pain persists after three doses given 5 min apart, intravenous nitroglycerin (5–10 μg/min using nonabsorbing tubing) is recommended. The rate of the infusion may be incr | Long-Acting Nitrates None of the long-acting nitrates are as effective as sublingual nitroglycerin for the acute relief of angina. These organic nitrate preparations can be swallowed, chewed, or administered as a patch or paste by the transdermal route (Table 293-4). They can provide effective plasm | Nitrates Nitroglycerin and isosorbide dinitrate act predominantly as venodilators but have coronary vasodilating properties as well. They are rapid in onset and effective when administered by a variety of routes. Sublingual nitroglycerin (0.4 mg × 3 every 5 min) is first-line therapy for acute cardi"
local,gpt-4o-mini,"A 16-year-old girl presents to her physician with itching, soreness, and irritation in the vulvar region. She reports that these episodes have occurred 6–7 times a year since the age of 5. She used to treat these symptoms with topical ketoconazole cream, but this time it failed to help. She also has had several episodes of oral candidiasis in the past. She is not sexually active and does not take any medication. Her vital signs are as follows: the blood pressure is 115/80 mm Hg, the heart rate is 78/min, the respiratory rate is 15/min, and the temperature is 35.5°C (97.7°F). Examination shows vulvovaginal erythema with cottage cheese-like plaques and an intact hymen. Wet mount microscopy is positive for yeast. Along with a swab culture, the physician orders a dihydrorhodamine test and myelin peroxidase staining for a suspected primary immunodeficiency. The dihydrorhodamine test is positive, and the myeloperoxidase staining reveals diminished staining. Which of the following best describes this patient’s condition?",The patient is likely to have another immune impairment besides the one for which she was tested.,InternalMed_Harrison,"In addition to compatible clinical symptoms, the diagnosis of vulvovaginal candidiasis usually involves the demonstration of pseudohyphae or hyphae by microscopic examination of vaginal fluid mixed with saline or 10% KOH or subjected to Gram’s staining. Microscopic examination is less sensitive than | Vulvovaginal candidiasis is a common problem in women with HIV infection. Symptoms include pruritus, discomfort, dyspareunia, and dysuria. Vulvar infection may present as a morbilliform rash that may extend to the thighs. Vaginal infection is usually associated with 1259 a white discharge, and plaqu | Vulvovaginal Pruritus, Burning, or Irritation Vulvovaginal candidiasis produces vulvar pruritus, burning, or irritation, generally without symptoms of increased vaginal discharge or malodor. Genital herpes can produce similar symptoms, with lesions sometimes difficult to distinguish from the fissure"
global,gpt-4o-mini,"A study seeks to investigate the therapeutic efficacy of treating asymptomatic subclinical hypothyroidism in preventing symptoms of hypothyroidism. The investigators found 300 asymptomatic patients with subclinical hypothyroidism, defined as serum thyroid-stimulating hormone (TSH) of 5 to 10 μU/mL with normal serum thyroxine (T4) levels. The patients were randomized to either thyroxine 75 μg daily or placebo. Both investigators and study subjects were blinded. Baseline patient characteristics were distributed similarly in the treatment and control group (p > 0.05). Participants' serum T4 and TSH levels and subjective quality of life were evaluated at a 3-week follow-up. No difference was found between the treatment and placebo groups. Which of the following is the most likely explanation for the results of this study?",Latency period,InternalMed_Harrison,"Laboratory Evaluation A summary of the investigations used to determine the existence and cause of hypothyroidism is provided in Fig. 405-7. A normal TSH level excludes primary (but not secondary) hypothyroidism. If the TSH is elevated, an unbound T4 level is needed to confirm the presence of clinic | TSH, because they remember to take medication for a few days below). Other drugs, particularly lithium, may also cause hypothy before testing; this is sufficient to normalize T , but not TSH levels. It roidism. Transient hypothyroidism caused by thyroiditis is discussed 4 is important to consider va | T to T is nonphysiologic. The use of levothyroxine combined with levels are suppressed by hyperthyroidism, unbound T4 levels are a 34 liothyronine (triiodothyronine, T ) has been investigated, but benefit better measure of thyroid function than TSH in the months following 3 has not been confirmed in"
local,gpt-4o-mini,"A 45-year-old man is brought into the clinic by his wife. She reports that her husband has been feeling down since he lost a big project at work 2 months ago. The patient says he feels unmotivated to work or do things around the house. He also says he is not eating or sleeping as usual and spends most of his day pacing about his room. He feels guilty for losing such a project this late in his career and feels overwhelming fear about the future of his company and his family’s well-being. During the interview, he appears to be in mild distress and is wringing his hands. The patient is prescribed citalopram and buspirone. Which of the following side effects is most commonly seen with buspirone?",Lightheadedness,InternalMed_Harrison,"Buspirone is a nonbenzodiazepine anxiolytic agent. It is non-sedating, does not produce tolerance or dependence, does not interact with benzodiazepine receptors or alcohol, and has no abuse or disinhibition potential. However, it requires several weeks to take effect and requires thrice-daily dosing | A number of medications used for the treatment of various medical and psychiatric disorders have been administered to reduce the duration and severity of cocaine abuse and dependence. The search for a medication that is both safe and highly effective for cocaine detoxification or maintenance of abst | Dopamine agonist use is associated with a variety of side effects. Acute side effects are primarily dopaminergic and include nausea, vomiting, and orthostatic hypotension. As with levodopa, these can usually be avoided by slow titration. Side effects associated with chronic use include hallucination"
local,gpt-4o-mini,"A 47-year-old man presents with upper GI (upper gastrointestinal) bleeding. The patient is known to have a past medical history of peptic ulcer disease and was previously admitted 4 years ago for the same reason. He uses proton-pump inhibitors for his peptic ulcer. Upon admission, the patient is placed on close monitoring, and after 8 hours, his hematocrit is unchanged. The patient has also been hemodynamically stable after initial fluid resuscitation. An upper endoscopy is performed. Which of the following endoscopy findings most likely indicates that this patient will not experience additional GI bleeding in the next few days?",Clean-based ulcer,InternalMed_Harrison,"PEPTIC ULCERS Characteristics of an ulcer at endoscopy provide important prognostic information. One-third of patients with active bleeding or a nonbleeding visible vessel have further bleeding that requires urgent surgery if they are treated conservatively. These patients benefit from endoscopic th | Hemorrhage is the most common ulcer-related complication, occurring in ~15–25% of patients. Bleeding may occur in any age group but is most often seen in older patients (sixth decade or beyond). The majority of patients stop bleeding spontaneously, but endoscopic therapy (Chap. 345) is necessary in  | Upper endoscopy should be performed within 24 h in most patients with UGIB. Patients at higher risk (e.g., hemodynamic instability, cirrhosis) may benefit from more urgent endoscopy within 12 h. Early endoscopy is also beneficial in low-risk patients for management decisions. Patients with major ble"
local,gpt-4o-mini,"A 5-year-old boy is brought to the emergency room by his parents due to worsening cough, fever, and difficulty breathing in the past 2 days. Physical exam reveals a barking cough and use of accessory muscles for breathing. After a full clinical workup, he is diagnosed with an upper respiratory infection caused by a parainfluenza virus. Which of the following findings in the clinical workup of this patient supported the diagnosis?",Chest radiograph showing narrowing of upper trachea and subglottis,InternalMed_Harrison,"The clinical syndromes caused by parainfluenza viruses (with the possible exception of croup in young children) are not sufficiently distinctive to be diagnosed on clinical grounds alone. A specific diagnosis is established by detection of virus in respiratory tract secretions, throat swabs, or naso | In older children and adults, parainfluenza infections tend to be milder, presenting most frequently as a common cold or as hoarseness, with or without cough. Lower respiratory tract involvement in older children and adults is uncommon, although tracheobronchitis and community-acquired pneumonia hav | Parainfluenza virus infections occur most frequently among children, in whom initial infection with serotype 1, 2, or 3 is associated with an acute febrile illness in 50–80% of cases. Children may present with coryza, sore throat, hoarseness, and cough that may or may not be croupy. In severe croup,"
local,gpt-4o-mini,"A 50-year-old man presents to the emergency department complaining of blood in his stool. He reports that this morning he saw bright red blood in the toilet bowl. He denies fatigue, headache, weight loss, palpitations, constipation, or diarrhea. He has well-controlled hypertension and takes hydrochlorothiazide. His father has rheumatoid arthritis, and his mother has Graves disease. The patient’s temperature is 98°F (36.7°C), blood pressure is 128/78 mmHg, and pulse is 70/min. He appears well. No source for the bleeding is appreciated upon physical examination, including a digital rectal exam. A fecal occult blood test is positive. Which of the following is the most appropriate initial diagnostic test to rule out malignancy?",Colonoscopy,InternalMed_Harrison,"Tests for occult blood in the stool detect hemoglobin or the heme moiety and are most sensitive for colonic blood loss, although they will also detect larger amounts of upper gastrointestinal bleeding. Patients over age 50 with occult blood in normal-appearing stool should undergo colonoscopy to dia | Fecal occult blood testing is recommended only for colorectal cancer screening and may be used beginning at age 50 in average-risk adults and beginning at age 40 in adults with a first-degree relative with colorectal neoplasm at ≥60 years or two second-degree relatives with colorectal cancer. A posi | Bright red blood passed with or on formed brown stool usually has a rectal, anal, or distal sigmoid source (Fig. 345-48). Patients with even trivial amounts of hematochezia should be investigated with flexible sigmoidoscopy and anoscopy to exclude polyps or cancers in the distal colon. Patients repo"
global,gpt-4o-mini,"An investigator is studying the efficacy of a new bisphosphonate analog in preventing hip fractures in patients above 60 years of age with risk factors for osteoporosis but no confirmed diagnosis. Participating patients were randomized to either pharmacologic therapy with the new bisphosphonate analog or a placebo. The results show: Hip fracture No hip fracture Pharmacologic therapy 3 97 No pharmacologic therapy 10 190 Based on this information, which of the following best represents the proportionate reduction in the risk of hip fractures brought about due to pharmacologic therapy, in comparison to the control group?""",40%,InternalMed_Harrison,"FIGURE 425-9 Effects of various bisphosphonates on clinical vertebral fractures (A), nonvertebral fractures (B), and hip fractures (C). PLB, placebo; RRR, relative risk reduction. (After DM Black et al: J Clin Endocrinol Metab 85:4118, 2000; C Roux et al: Curr Med Res Opin 4:433, 2004; CH Chesnut et | Several bisphosphonates (alendronate, risedronate, and zoledronic acid) have been demonstrated in large clinical trials to reduce the risk of vertebral fractures in patients being treated with glucocorticoids, as well as improve bone mass in spine and hip. Teriparatide also improves bone mass and re | Zoledronic acid is a potent bisphosphonate with a unique administration regimen (5 mg by slow IV infusion annually). The data confirm that it is highly effective in fracture risk reduction. In a study of >7000 women followed for 3 years, zoledronic acid (three annual infusions) reduced the risk of v"
local,gpt-4o-mini,"A 30-year-old patient comes to the emergency room with a chief complaint of left chest pain and a productive cough with purulent sputum for 1 week. He also complains of shortness of breath. He said he had been previously diagnosed with influenza but did not follow the doctor’s instructions. His vitals include: heart rate 70/min, respiratory rate 22/min, temperature 38.7°C (101.7°F), blood pressure 120/60 mm Hg, and SO2 80%. His hemogram and chest X-ray findings are as follows: Hemoglobin 14 mg/dL Hematocrit 45% Leukocyte count 12,000/mm3 Neutrophils 82% Lymphocytes 15% Monocytes 3% Platelet count 270,000/mm3 Chest X-ray alveolar infiltrates in the left base with air bronchograms What is the most likely diagnosis?",Pneumonia,InternalMed_Harrison,"Respiratory complaints including cough and dyspnea are the most common presenting symptoms. In many cases, the patient presents with a 2-to 4-week history of these symptoms. Unfortunately, due to the nonspecific nature of pulmonary symptoms, the patient may see physicians for up to a year before a d | The most commonly diagnosed noninfective inflammation is granulomatous myocarditis, including both sarcoidosis and giant cell myocarditis. Sarcoidosis, as discussed in Chap. 390, is a multisystem disease most commonly affecting the lungs. Although classically presenting with higher prevalence in you | The presentation of sarcoidosis ranges from patients who are asymptomatic to those with organ failure. It is unclear how often sarcoidosis is asymptomatic. In countries where routine chest roentgenogram screening is performed, 20–30% of pulmonary cases are detected in asymptomatic individuals. The i"
local,gpt-4o-mini,A 45-year-old Caucasian man is given nitroglycerin for the management of his stable angina. Nitroglycerin given for the rapid relief of acute angina would most likely be given through what route of administration?,Sublingual,InternalMed_Harrison,"The absorption of these agents is most rapid and complete through the mucous membranes. For this reason, nitroglycerin is most commonly administered sublingually in tablets of 0.4 or 0.6 mg. Patients with angina should be instructed to take the medication both to relieve angina and also approximatel | Long-Acting Nitrates None of the long-acting nitrates are as effective as sublingual nitroglycerin for the acute relief of angina. These organic nitrate preparations can be swallowed, chewed, or administered as a patch or paste by the transdermal route (Table 293-4). They can provide effective plasm | Sublingual nitroglycerin can be given safely to most patients with STEMI. Up to three doses of 0.4 mg should be administered at about 5-min intervals. In addition to diminishing or abolishing chest discomfort, nitroglycerin may be capable of both decreasing myocardial oxygen demand (by lowering prel"
global,gpt-4o-mini,Activation of the renin-angiotensin-aldosterone system yields a significant physiological effect on renal blood flow and filtration. Which of the following is most likely to occur in response to increased levels of Angiotensin-II?,"Decreased renal plasma flow, increased filtration fraction",InternalMed_Harrison,"Renin release is increased in response to adrenergic discharge and reduced perfusion of the juxtaglomerular apparatus in the kidney. Renin induces the formation of angiotensin I that is then converted to angiotensin II by the angiotensin converting enzyme; angiotensin II is an extremely potent vasoc | Increased activity of the renin-angiotensin-aldosterone axis is not invariably associated with hypertension. In response to a low-NaCl diet or to volume contraction, arterial pressure and volume homeostasis may be maintained by increased activity of the renin-angiotensinaldosterone axis. Secondary a | Sympathetic stimulation of the kidney leads to the release of renin, with a resultant increase in the circulating levels of angiotensin II and aldosterone. The activation of the renin-angiotensin-aldosterone system promotes salt and water retention and leads to vasoconstriction of the peripheral vas"
local,gpt-4o-mini,"A 24-year-old woman presents with blisters and erosions on her upper face, chest, and back. The blisters have erythema, scales, and crust formation. The lesions are aggravated, especially after sun exposure. Examination shows oromucosal involvement. Histopathologic evaluation reveals a tombstone arrangement at the base of the blister. What is the most likely cause for the patient’s condition?",Pemphigus vulgaris,InternalMed_Harrison,"Bullous pemphigoid (BP) is a polymorphic autoimmune subepidermal blistering disease usually seen in the elderly. Initial lesions may consist of urticarial plaques; most patients eventually display tense blisters on either normal-appearing or erythematous skin (Fig. 73-2). The lesions are usually dis | (Figs. 76e-59 to 76e-70) Immunologically mediated skin disease may be largely localized to skin and mucous membranes and manifest with blisters and erosions such as pemphigus, pemphigoid, and dermatitis herpetiformis. In diseases such as systemic lupus erythematosus, dermatomyositis, and vasculitis, | (Table 72-12) Depending on their size, cutaneous blisters are referred to as vesicles (<1 cm) or bullae (>1 cm). The primary autoimmune blistering disorders include pemphigus vulgaris, pemphigus foliaceus, paraneoplastic pemphigus, bullous pemphigoid, gestational pemphigoid, cicatricial pemphigoid,"
local,gpt-4o-mini,"A 39-year-old man comes to the physician because of frequent urination for the past 2 months. He has been urinating 10–12 times during the day and 3–4 times during the night. He says he is drinking a lot of water to compensate for any dehydration. He has no history of serious illness and takes no medications. Vital signs are within normal limits. Physical examination shows no abnormalities. He is concerned he may have diabetes mellitus like his parents. Laboratory studies show: Hemoglobin 14.3 g/dL Serum Na+ 149 mEq/L K+ 3.9 mEq/L Cl- 102 mEq/L Glucose 90 mg/dL Osmolality 306 mOsmol/kg H2O Urine Osmolality 210 mOsmol/kg H2O A water deprivation test is conducted. After 2 hours of fluid restriction, his plasma osmolality is 315 mOsmol/kg H2O and his urine osmolality is 210 mOsmol/kg H2O. One hour after an ADH analog injection, his plasma osmolality is 276 mOsmol/kg H2O and his urine osmolality is 425 mOsmol/kg H2O. Which of the following is the most appropriate next step in management?""",Desmopressin therapy,InternalMed_Harrison,"Differential Diagnosis When symptoms of urinary frequency, enuresis, nocturia, and/or persistent thirst are present in the absence of glucosuria, the possibility of DI should be evaluated by collecting a 24-h urine on ad libitum fluid intake. If the volume exceeds 50 mL/kg per day (3500 mL in a 70-k | Metabolic Hypercalcemia, hypercalciuria Hypokalemia causes excessive intake of fluids and an increase in 2277 body water that reduces plasma osmolarity/sodium, AVP secretion, and urinary concentration. Dilution of the urine, in turn, results in a compensatory increase in urinary free-water excretion | Water deprivation has long been a cornerstone of the therapy of chronic hyponatremia. However, patients who are excreting minimal electrolyte-free water will require aggressive fluid restriction; this can be very difficult for patients with SIAD to tolerate, given that their thirst is also inappropr"
local,gpt-4o-mini,"A 50-year-old female presents to her physician with vesicles and tense blisters across her chest, arms, and the back of her shoulders. Physical examination reveals that blistering is not present in her oral mucosa, and the epidermis does not separate upon light stroking of the skin. The patient most likely suffers from a hypersensitivity reaction located:",Linearly along the epidermal basement membrane,InternalMed_Harrison,"Biopsies of early lesions demonstrate intraepidermal vesicle formation secondary to loss of cohesion between epidermal cells (i.e., acantholytic blisters). Blister cavities contain acantholytic epidermal cells, which appear as round homogeneous cells containing hyperchromatic nuclei. Basal keratinoc | Biopsies of early lesional skin demonstrate subepidermal blisters and histologic features that roughly correlate with the clinical character of the particular lesion under study. Lesions on normal-appearing skin generally contain a sparse perivascular leukocytic infiltrate with some eosinophils; con | (Figs. 76e-59 to 76e-70) Immunologically mediated skin disease may be largely localized to skin and mucous membranes and manifest with blisters and erosions such as pemphigus, pemphigoid, and dermatitis herpetiformis. In diseases such as systemic lupus erythematosus, dermatomyositis, and vasculitis,"
local,gpt-4o-mini,"A 25-year-old primigravida is admitted to the hospital at 36 weeks gestation with a severe frontal headache. The initial assessment shows her vital signs to be as follows: blood pressure, 170/90 mm Hg; heart rate, 85/min; respiratory rate; 15/min; and temperature, 36.9℃ (98.4℉). The fetal heart rate is 159/min. The patient’s physical examination is remarkable for pitting edema of the lower extremity. Dipstick urine assessment shows 2+ proteinuria. While being evaluated the patient has a generalized tonic-clonic seizure. Which of the following pharmacologic agents should be used to control the seizures?",Magnesium sulfate,InternalMed_Harrison,"Antiepileptic Drug Selection for generAlizeD SeizureS Lamotrigine and valproic acid are currently considered the best initial choice for the treatment of primary generalized, tonic-clonic seizures. Topiramate, zonisamide, phenytoin, carbamazepine, and oxcarbazepine are suitable alternatives. Valproi | Anticonvulsants Nerve agent–induced seizures do not respond to the usual anticonvulsants used for status epilepticus, including phenytoin, phenobarbital, carbamazepine, valproic acid, and lamotrigine (Chap. 445). The only anticonvulsants that have been shown to stop this form of status are the benzo | Antiepileptic Drug Selection for focAl SeizureS Carbamazepine (or a related drug, oxcarbazepine), lamotrigine, phenytoin, and levetiracetam are currently the drugs of choice approved for the initial treatment of focal seizures, including those that evolve into generalized seizures. Overall they have"
local,gpt-4o-mini,"A 41-year-old man presents to the emergency department with several days of hand tremor, vomiting, and persistent diarrhea. His wife, who accompanies him, notes that he seems very “out of it.” He was in his usual state of health last week and is now having difficulties at work. He has tried several over-the-counter medications without success. His past medical history is significant for bipolar disorder and both type 1 and type 2 diabetes. He takes lithium, metformin, and a multivitamin every day. At the hospital, his heart rate is 90/min, respiratory rate is 17/min, blood pressure is 130/85 mm Hg, and temperature is 37.0°C (98.6°F). The man appears uncomfortable. His cardiac and respiratory exams are normal and his bowel sounds are hyperactive. His lithium level is 1.8 mEq/L (therapeutic range, 0.6–1.2 mEq/L). Which of the following may have contributed to this patient’s elevated lithium level?",Decreased salt intake,InternalMed_Harrison,"is 70–80% in acute mania, with beneficial effects appearing in 1–2 weeks. Lithium also has a prophylactic effect in prevention of recurrent mania and, to a lesser extent, in the prevention of recurrent depression. A simple cation, lithium is rapidly absorbed from the gastrointestinal tract and remai | Serious side effects from lithium are rare, but minor complaints such as gastrointestinal discomfort, nausea, diarrhea, polyuria, weight gain, skin eruptions, alopecia, and edema are common. Over time, urine-concentrating ability may be decreased, but significant nephrotoxicity does not usually occu | In the treatment of acute mania, lithium is initiated at 300 mg bid or tid, and the dose is then increased by 300 mg every 2–3 days to achieve blood levels of 0.8–1.2 meq/L. Because the therapeutic effect of lithium may not appear until after 7–10 days of treatment, adjunctive usage of lorazepam (1–"
global,gpt-4o-mini,An outbreak of diphtheria has occurred for the third time in a decade in a small village in South Africa. Diphtheria is endemic to the area with many healthy villagers colonized with different bacterial strains. Vaccine distribution in this area is difficult due to treacherous terrain. A team of doctors is sent to the region to conduct a health campaign. Toxigenic strains of C. diphtheria are isolated from symptomatic patients. Which of the following best explains the initial emergence of a pathogenic strain causing such outbreaks?,Lysogenic conversion,InternalMed_Harrison,"Cutaneous diphtheria is usually a secondary infection that follows a primary skin lesion due to trauma, allergy, or autoimmunity. Most often, these isolates lack the tox gene and thus do not express diphtheria toxin. In tropical latitudes, cutaneous diphtheria is more common than respiratory diphthe | Significant outbreaks of diphtheria and diphtheria-related mortality continue to be reported from many developing countries, particularly in Africa and Asia. Statistics collected by the World Health Organization indicated the occurrence of ~7000 reported diphtheria cases in 2008 and ~5000 diphtheria | C. diphtheriae itself have been found in bloodstream and respiratory infections, often in individuals with immunosuppression or chronic respiratory disease. These organisms can cause disease manifestations and should not necessarily be dismissed as colonizers."
global,gpt-4o-mini,The World Health Organization suggests the use of a new rapid diagnostic test for the diagnosis of malaria in resource-limited settings. The new test has a sensitivity of 70% and a specificity of 90% compared to the gold standard test (blood smear). The validity of the new test is evaluated at a satellite health center by testing 200 patients with a positive blood smear and 150 patients with a negative blood smear. How many of the tested individuals are expected to have a false negative result?,60,InternalMed_Harrison,"(Table 248-6) When a patient in or from a malarious area presents with fever, thick and thin blood smears should be prepared and examined immediately to confirm the diagnosis and identify the species of infecting parasite (Figs. 248-4 through 248-9). Repeat blood smears should be performed at least  | CHAPTER 245e Laboratory Diagnosis of Parasitic Infections malaria, rapid detection tests (RDTs) are increasingly being used to fill this gap. These are immunochromatographic capture assays with monoclonal antibodies to species-specific antigens (histidine-rich protein 2 [PfHRP2] or aldolase of Plasm | When no specific diagnosis is forthcoming, the following investigations, where applicable, are suggested: complete blood count, liver function tests, thick/thin blood films or rapid diagnostic testing for malaria (repeated several times if necessary), urinalysis, urine and blood cultures (repeated o"
local,gpt-4o-mini,A healthy 30-year-old female has a measured creatinine clearance of 100 mL/min. She has a filtration fraction (FF) of 25%. Serum analysis reveals a creatinine level of 0.9 mg/dL and an elevated hematocrit of 0.6. Which of the following is the best estimate of this patient’s renal blood flow?,1.0 L/min,InternalMed_Harrison,"range for this analyte when attempting to gauge a patient’s renal function. A large decrease in glomerular filtration rate (GFR) is associated with slight increases in the plasma creatinine concentration within the typical reference range provided by many laboratories (Fig. 480e-2). A 60-year-old wh | Renal failure Serum or plasma creatinine level of >265 μmol/L (>3 mg/dL); urine output (24 h) of <400 mL in adults or <12 mL/kg in children; no improvement with rehydration | In non-end-stage renal disease, changes in renal drug clearance are generally proportional to those in creatinine clear- ance, which may be measured directly or estimated from the serum creatinine (Chap. 333e). This estimate, coupled with the knowledge of how much drug is normally excreted renally v"
global,gpt-4o-mini,"An investigator is studying nutritional deficiencies in humans. A group of healthy volunteers are started on a diet deficient in pantothenic acid. After 4 weeks, several of the volunteers develop irritability, abdominal cramps, and burning paresthesias of their feet. These symptoms are fully reversed after reintroduction of pantothenic acid to their diet. The function of which of the following enzymes was most likely impaired in the volunteers during the study?",Alpha-ketoglutarate dehydrogenase,InternalMed_Harrison,"The vitamin is ubiquitous in the food supply. Liver, yeast, egg yolks, whole grains, and vegetables are particularly good sources. Human pantothenic acid deficiency has been demonstrated only by experimental feeding of diets low in pantothenic acid or by administration of a specific pantothenic acid | Pantothenic acid is a component of coenzyme A and phosphopantetheine, which are involved in fatty acid metabolism and the synthesis of cholesterol, steroid hormones, and all compounds formed from isoprenoid units. In addition, pantothenic acid is involved in the acetylation of proteins. The vitamin  | Correct answer = A. The patient appears to have a thiamine-responsive PDHC deficiency. The pyruvate decarboxylase (E1) component of the PDHC fails to bind thiamine pyrophosphate at low concentration but shows significant activity at a high concentration of the coenzyme. This mutation, which affects"
local,gpt-4o-mini,"A 36-year-old woman comes to the physician because of a 12-month history of upper abdominal pain. The pain is worse after eating, which she reports as 7 out of 10 in intensity. Over the last year, she has also had nausea, heartburn, and multiple episodes of diarrhea with no blood or mucus. Eight months ago, she underwent an upper endoscopy, which showed several ulcers in the gastric antrum, the pylorus, and the duodenum, as well as thick gastric folds. The biopsies from these ulcers were negative for H. pylori. Current medications include pantoprazole and over-the-counter antacids. She appears anxious. Vital signs are within normal limits. Cardiopulmonary examination shows no abnormalities. The abdomen is soft and there is tenderness to palpation in the epigastric and umbilical areas. Test of the stool for occult blood is positive. A repeat upper endoscopy shows persistent gastric and duodenal ulceration with minimal bleeding. Which of the following is the most appropriate next step in diagnosis?",Fasting serum gastrin level,InternalMed_Harrison,"Diagnostic Evaluation In view of the poor predictive value of abdominal pain for the presence of a gastroduodenal ulcer and the multiple disease processes that can mimic this disease, the clinician is often confronted with having to establish the presence of an ulcer. Documentation of an ulcer requi | Peptic ulcer classically causes epigastric gnawing or burning, often occurring nocturnally and promptly relieved by food or antacids. Although endoscopy is the most sensitive diagnostic test for peptic ulcer, it is not a cost-effective strategy in young patients with ulcer-like dyspeptic symptoms un | FIGuRE 188-2 Algorithm for the management of Helicobacter pylori infection. *Note that either the urea breath test or the stool antigen test can be used in this algorithm. Occasionally, endoscopy and a biopsy-based test are used instead of either of these tests in follow-up after treatment. The main"
local,gpt-4o-mini,"A 33-year-old man presents to the emergency department with dizziness. He states he has experienced a sustained sense of disequilibrium for the past 2 days. He feels that the floor is unstable/moving. The patient is otherwise healthy and does not have any other medical diagnoses. The patient is currently taking vitamin C as multiple family members are currently ill and he does not want to get sick. His temperature is 98.1°F (36.7°C), blood pressure is 120/83 mmHg, pulse is 73/min, respirations are 16/min, and oxygen saturation is 98% on room air. Physical exam is notable for a horizontal nystagmus. The Dix-Hallpike maneuver does not provoke symptoms and examination of the patient’s cranial nerves is unremarkable. Which of the following is the most likely diagnosis?",Vestibular neuritis,InternalMed_Harrison,"All patients with episodic dizziness, especially if provoked by positional change, should be tested with the Dix-Hallpike maneu ver. The patient begins in a sitting position with the head turned fEATuRES of PERiPHERAL AnD CEnTRAL vERTigo • Nystagmus from an acute peripheral lesion is unidirectional, | Because dizziness and imbalance can be a manifestation of a variety of neurologic disorders, the neurologic examination is important in the evaluation of these patients. Particular focus should be given to assessment of eye movements, vestibular function, and hearing. | When a patient presents with an acute vestibular syndrome, the most important question is whether the lesion is central (e.g., a cerebellar or brainstem infarct or hemorrhage), which may be life-threatening, or peripheral, affecting the vestibular nerve or labyrinth (vestibular neuritis). Attention"
